"term","hazard.ratio","confint.low","confint.high","p.value","padj.FDR","samples.with.microbe","samples.without.microbe","pass.prevalence.split"
"Bifidobacterium.catenulatum",0.480226797713719,0.153309207795081,1.50426566387732,0.20799900655817,0.941429080811927,13,485,"Yes"
"Rhodobacteraceae.bacterium.QY30",0.775840056676188,0.522503075455302,1.15200813510772,0.208255139849763,0.941429080811927,72,426,"Yes"
"Vibrio.anguillarum",0.480541098280802,0.153356424969655,1.50577158526362,0.208542896472768,0.941429080811927,15,483,"Yes"
"Erythrobacter.atlanticus",1.57976849473181,0.774600623458285,3.22187772817045,0.208549102448946,0.941429080811927,15,483,"Yes"
"Shewanella.sp..ANA.3",1.6257008039176,0.761912423730041,3.46877544130291,0.20885419827407,0.941429080811927,15,483,"Yes"
"Neisseria.flavescens",1.42213021014948,0.82095192906066,2.46354781933932,0.209044766344632,0.941429080811927,30,468,"Yes"
"Chryseobacterium.haifense",0.816258698252226,0.594473087582141,1.12078793201947,0.20946219101591,0.941429080811927,128,370,"Yes"
"Lactobacillus.sakei",1.39197348606787,0.830388928670516,2.33335262431557,0.209554817735432,0.941429080811927,37,461,"Yes"
"Streptomyces.kanamyceticus",0.660765754274662,0.345631629670075,1.26322750738679,0.210123598018164,0.941429080811927,25,473,"Yes"
"Campylobacter.showae",0.751109714429242,0.479959915092719,1.17544358470226,0.210373422925784,0.941429080811927,65,433,"Yes"
"Martelella.endophytica",0.409884528391434,0.101433777607692,1.656305528366,0.210655286532604,0.941429080811927,12,486,"Yes"
"Natronolimnobius.aegyptiacus",0.6758686982156,0.365762664628143,1.24889317965807,0.211114673195411,0.941429080811927,32,466,"Yes"
"Thalassotalea.crassostreae",0.617025384835125,0.289364826462778,1.31571044824243,0.211380769000124,0.941429080811927,24,474,"Yes"
"Tabrizicola.sp..K13M18",1.38220378878135,0.831839423391825,2.29670205570625,0.211547310722975,0.941429080811927,31,467,"Yes"
"Legionella.oakridgensis",0.678360757372611,0.368962316802325,1.24720952841828,0.21166918821382,0.941429080811927,37,461,"Yes"
"Streptomyces.malaysiensis",0.635305596656089,0.311730957288874,1.29474853781856,0.211721128562346,0.941429080811927,26,472,"Yes"
"Gemmataceae.bacterium.PX52",1.30638146197363,0.858594043465936,1.98770599117961,0.212021154097891,0.941429080811927,53,445,"Yes"
"Streptococcus.pyogenes",1.29929583713046,0.861203707133756,1.96024431664732,0.212096297538065,0.941429080811927,418,80,"Yes"
"Pseudomonas.alcaligenes",0.744556893146088,0.468336513732612,1.18368940041233,0.212388926188878,0.941429080811927,60,438,"Yes"
"Myxococcus.hansupus",1.28634838625213,0.865881510077897,1.91099145963354,0.212441325237023,0.941429080811927,59,439,"Yes"
"Niastella.koreensis",0.825198868804004,0.610041130426962,1.11624141244184,0.21257555739423,0.941429080811927,164,334,"Yes"
"Flavobacterium.sp..CJ74",1.71120491807491,0.734227187886687,3.98816922058147,0.213370452631136,0.942803430740301,12,486,"Yes"
"Sinorhizobium.sp..CCBAU.05631",1.43384933803228,0.812316374813541,2.5309398996758,0.213874074031704,0.942912559750195,26,472,"Yes"
"Burkholderia.glumae",0.711204698332732,0.415540595331222,1.21723876948142,0.213879771990622,0.942912559750195,37,461,"Yes"
"Paracoccus.contaminans",1.33499289431606,0.846341599815949,2.10577623534274,0.214048139365841,0.942942633568615,42,456,"Yes"
"Polynucleobacter.duraquae",0.811562042451873,0.583579608047476,1.12860857313416,0.21463638828461,0.943174540401178,104,394,"Yes"
"Spiroplasma.citri",0.765526903209575,0.501925822270738,1.16756583051736,0.214742682094308,0.943174540401178,66,432,"Yes"
"Gordonia.sp..1D",1.39831607837781,0.82330140112061,2.37493565830025,0.214776751573161,0.943174540401178,29,469,"Yes"
"Leucobacter.triazinivorans",0.711736638100466,0.415840516515621,1.21818106195894,0.214908709736777,0.943174540401178,36,462,"Yes"
"Pseudomonas.sp..SGAir0191",0.691481260548055,0.385477609390795,1.24039975874289,0.21594492452557,0.945723665464863,28,470,"Yes"
"Runella.sp..SP2",0.837358571671842,0.632118116081837,1.10923790936175,0.215975611797955,0.945723665464863,196,302,"Yes"
"Komagataeibacter.xylinus",0.690643675752709,0.384018920208986,1.24209683886834,0.216461273180648,0.946008239363387,37,461,"Yes"
"Acholeplasma.brassicae",0.827288147330271,0.612439526347482,1.11750736075914,0.21652681305285,0.946008239363387,158,340,"Yes"
"Lachnospiraceae.bacterium.KM106.2",1.33113055122836,0.845451167595866,2.0958141786617,0.216811945228443,0.946401925724191,43,455,"Yes"
"Bradyrhizobium.icense",0.717550434136964,0.423675086860985,1.21526764612215,0.216941198666947,0.946401925724191,45,453,"Yes"
"Campylobacter.hepaticus",1.32994532503736,0.845328930082021,2.09238617613276,0.217489652165426,0.947295186408315,40,458,"Yes"
"Alkalitalea.saponilacus",0.669510051355838,0.353712420920142,1.26725464630403,0.217795124235045,0.947295186408315,32,466,"Yes"
"Chromobacterium.vaccinii",1.18507238756268,0.904223829518,1.55315146307538,0.218536092326403,0.947501480465061,230,268,"Yes"
"Oryzomicrobium.terrae",0.75924076515428,0.489565615429071,1.17746533111162,0.218594066602474,0.947501480465061,71,427,"Yes"
"Altererythrobacter.sp..TH136",0.711000774153299,0.412753263678086,1.22475615660027,0.218969201204778,0.947501480465061,39,459,"Yes"
"Vitreoscilla.filiformis",0.812034565680487,0.582629121136098,1.13176652511652,0.218992217707984,0.947501480465061,113,385,"Yes"
"Streptomyces.scabiei",1.25508200361519,0.873240030972123,1.80389214869722,0.2195982440493,0.947501480465061,72,426,"Yes"
"Streptomyces.pristinaespiralis",1.28120691787954,0.862514877348606,1.90314533642409,0.219676825817266,0.947501480465061,65,433,"Yes"
"Mesorhizobium.japonicum",0.812685476827358,0.583508799080616,1.13187270746686,0.21978621923744,0.947501480465061,106,392,"Yes"
"Erwinia.persicina",0.486673613987575,0.153996781661778,1.53802698988816,0.219943967137181,0.947501480465061,11,487,"Yes"
"Methanobacterium.paludis",1.37148045447642,0.827844015310781,2.27211721317416,0.220032019978663,0.947501480465061,33,465,"Yes"
"Spirochaeta.perfilievii",0.802702251261309,0.564891624469265,1.14062746953514,0.220210408794225,0.947501480465061,403,95,"Yes"
"Cellvibrio.sp..PSBB023",0.598352758102057,0.263224142180373,1.36015648170677,0.220277455712025,0.947501480465061,23,475,"Yes"
"Phreatobacter.cathodiphilus",0.844528163687049,0.644439221294931,1.10674179300798,0.220641847566865,0.948370003127974,268,230,"Yes"
"Yoonia.vestfoldensis",0.573607816755859,0.235502732995722,1.39712148244751,0.221065436698954,0.948811010231841,22,476,"Yes"
"Candidatus.Nitrospira.inopinata",0.489482738946822,0.155881474045836,1.53702262050994,0.221069551810057,0.948811010231841,12,486,"Yes"
"Citrobacter.koseri",0.70280576004872,0.399118723431889,1.2375664366494,0.221844175999454,0.951436043577381,35,463,"Yes"
"Rhodococcus.jostii",1.28810341439105,0.857737292398131,1.93440394963698,0.222353660382181,0.951551285107183,412,86,"Yes"
"Methylobacterium.radiotolerans",0.830250648141597,0.615773145245904,1.11943195974269,0.222450070315222,0.951551285107183,149,349,"Yes"
"Sulfuritalea.hydrogenivorans",1.37579150202006,0.824016554828381,2.29704396827905,0.222523129033974,0.951551285107183,33,465,"Yes"
"Sulfuricella.denitrificans",1.3593258354151,0.82961439820599,2.22725971345567,0.223024506934284,0.952299961210986,33,465,"Yes"
"Salinisphaera.sp..LB1",1.75043590084766,0.71038995514891,4.31316042797099,0.223681458419141,0.953399114186162,11,487,"Yes"
"Candidatus.Nitrosocosmicus.franklandus",0.623334455950289,0.290984989583808,1.33527796238072,0.223956232406789,0.953399114186162,25,473,"Yes"
"Halioglobus.sp..IMCC14385",0.740181496874643,0.455737250173925,1.20215902497876,0.224032023586973,0.953399114186162,48,450,"Yes"
"Croceicoccus.naphthovorans",0.600319563809085,0.263566984283888,1.36733202631996,0.224355246699367,0.953399114186162,21,477,"Yes"
"Alistipes.sp..dk3624",0.623446315035171,0.290700023834586,1.33706665243379,0.224836822933808,0.953399114186162,24,474,"Yes"
"Cellvibrio.sp..KY.YJ.3",0.603670377405543,0.267109891731677,1.36429962287965,0.225033669166242,0.953399114186162,26,472,"Yes"
"Enterobacter.cloacae.complex.sp.",0.623456102775949,0.290346979670415,1.3387344773822,0.225599887779217,0.953399114186162,23,475,"Yes"
"Streptomyces.lydicus",0.83573224128094,0.625009644145356,1.11750016285193,0.226074492763794,0.953399114186162,171,327,"Yes"
"Egicoccus.halophilus",1.42032168497982,0.804472077003137,2.50762425010315,0.226352219296306,0.953399114186162,27,471,"Yes"
"Clostridium.perfringens",0.844610949137335,0.642410954158081,1.11045375360634,0.226442790437698,0.953399114186162,214,284,"Yes"
"Treponema.brennaborense",0.740964901892952,0.455831747702051,1.2044553469674,0.226478403311235,0.953399114186162,51,447,"Yes"
"Pseudomonas.syringae.group.genomosp..3",0.722206402579412,0.426129140878154,1.22400004574162,0.2266418966098,0.953399114186162,40,458,"Yes"
"Arthrobacter.sp..QXT.31",0.774995770475049,0.512600529575461,1.17170859099902,0.226814181913289,0.953399114186162,447,51,"Yes"
"Nitrobacter.winogradskyi",1.59802089513437,0.746864735439469,3.4191877861035,0.227090402412777,0.953399114186162,15,483,"Yes"
"Muribaculum.intestinale",1.73653804281412,0.70860364229447,4.25564334438961,0.227520671440118,0.953399114186162,15,483,"Yes"
"Amycolatopsis.albispora",0.733538324288753,0.443454562450817,1.21337904435255,0.227523752654274,0.953399114186162,45,453,"Yes"
"Geobacillus.virus.GBSV1",1.51507993137226,0.770830151437619,2.97791568501292,0.22819335131924,0.953399114186162,18,480,"Yes"
"Pseudomonas.brassicacearum",0.810644952248112,0.576110238878496,1.14065884314883,0.228315637947601,0.953399114186162,104,394,"Yes"
"Streptomyces.sp..S8",0.7155769511115,0.415097066260224,1.23356779554069,0.228402854831037,0.953399114186162,41,457,"Yes"
"Pedobacter.sp..eg",0.62614504054995,0.292024074455138,1.34255236502951,0.228966426847021,0.953399114186162,21,477,"Yes"
"Paenibacillus.chitinolyticus",0.80822263254146,0.571293121306234,1.14341272350468,0.229034207987043,0.953399114186162,100,398,"Yes"
"Thiomicrospira.sp..S5",0.496145787136434,0.158248313760249,1.55553406064202,0.229302644645175,0.953399114186162,13,485,"Yes"
"Tolumonas.auensis",1.65383525370397,0.728175073487223,3.75619977390239,0.229345372908444,0.953399114186162,11,487,"Yes"
"Photorhabdus.asymbiotica",1.74177053847011,0.704388248259098,4.30694949295426,0.229627133399474,0.953399114186162,11,487,"Yes"
"Gloeothece.citriformis",1.346866315581,0.828541235391407,2.18944911195611,0.229663159995891,0.953399114186162,37,461,"Yes"
"Streptococcus.agalactiae",1.30679081069779,0.844434915492519,2.02230176842958,0.229746684817131,0.953399114186162,47,451,"Yes"
"Sulfurovum.lithotrophicum",1.65812184693166,0.72620756696102,3.78592593131111,0.229951456655843,0.953399114186162,479,19,"Yes"
"Mucilaginibacter.mallensis",0.769416409336795,0.501465397530271,1.18054329146607,0.230108214487202,0.953399114186162,66,432,"Yes"
"Micromonospora.auratinigra",0.824267594832267,0.601127292276134,1.13023826504033,0.2301928346092,0.953399114186162,129,369,"Yes"
"Lactobacillus.kefiranofaciens",0.537584734038941,0.195013454394095,1.4819354242487,0.230266807122663,0.953399114186162,11,487,"Yes"
"Nitratireductor.basaltis",1.19434818314033,0.893545016753111,1.59641378534456,0.230273522703386,0.953399114186162,140,358,"Yes"
"Cellulomonas.gilvus",1.59007546877262,0.745090282246454,3.39333374308612,0.230468759656788,0.953399114186162,12,486,"Yes"
"Streptomyces.sp..MOE7",0.544591522374947,0.201561911584355,1.47140858067593,0.230772738578601,0.953530035162032,14,484,"Yes"
"Butyricimonas.faecalis",1.34285662407264,0.829105255839522,2.17495173274454,0.230827126894629,0.953530035162032,36,462,"Yes"
"Syntrophothermus.lipocalidus",1.29558965829518,0.848028525673545,1.97935860866028,0.231061097559854,0.953821518003442,54,444,"Yes"
"Lactobacillus.coryniformis",0.498241430670344,0.158963719247235,1.56164264658616,0.231994479989966,0.954719275669991,13,485,"Yes"
"Enterococcus.virus.LY0322",1.19105594041607,0.893978629819823,1.58685477021561,0.232333901953208,0.954719275669991,148,350,"Yes"
"Amphibacillus.xylanus",1.48491664909329,0.775656279050001,2.84272494700232,0.232779404103283,0.954719275669991,20,478,"Yes"
"Advenella.mimigardefordensis",0.732560304466978,0.439335497331316,1.22149155472418,0.232869497527252,0.954719275669991,43,455,"Yes"
"Nodularia.spumigena",1.47659602253679,0.778094687072339,2.80214715509139,0.233123775950325,0.954719275669991,17,481,"Yes"
"Enterobacteriaceae.bacterium.strain.FGI.57",0.601038875440903,0.26026824456507,1.38798235026689,0.233182281872729,0.954719275669991,12,486,"Yes"
"Microbacterium.sp..L.031",1.20006608830722,0.888891289191533,1.62017406832149,0.233699783108177,0.954719275669991,126,372,"Yes"
"Streptomyces.griseochromogenes",0.753296190107065,0.47255731742286,1.20081761324636,0.233747180129015,0.954719275669991,55,443,"Yes"
"Intestinibaculum.porci",0.664966706689387,0.339158053139239,1.30376005202446,0.234917953517376,0.954719275669991,24,474,"Yes"
"Leptospira.interrogans",1.18022667298584,0.897737814423117,1.55160557709417,0.235177293220807,0.954719275669991,196,302,"Yes"
"Streptococcus.parasanguinis",1.33377885231979,0.82895689595657,2.14602958920158,0.235260627638286,0.954719275669991,42,456,"Yes"
"Arthrobacter.sp..FB24",1.32448590199955,0.832595112716574,2.10698198656463,0.235436659959274,0.954719275669991,45,453,"Yes"
"Halorubrum.sp..PV6",0.749320590418557,0.465157920326636,1.20707682851222,0.235498155863484,0.954719275669991,53,445,"Yes"
"Streptomyces.rimosus",0.632425584977776,0.296393613752032,1.34942894170823,0.236038169235504,0.954719275669991,482,16,"Yes"
"Granulosicoccus.antarcticus",0.583793066206135,0.239550139158086,1.4227265546502,0.236332372216535,0.954719275669991,19,479,"Yes"
"Burkholderiales.bacterium.JOSHI_001",0.829868651031121,0.609343268601732,1.13020363635843,0.23668380378342,0.954719275669991,148,350,"Yes"
"Zunongwangia.profunda",0.843155259036803,0.63558445325228,1.11851507255046,0.236732094192527,0.954719275669991,188,310,"Yes"
"Nocardioides.baekrokdamisoli",1.26045870441465,0.858991498677728,1.84955980120906,0.236771200957628,0.954719275669991,59,439,"Yes"
"Haemophilus.sp..oral.taxon.036",0.681032578012158,0.36036709184342,1.28703586651417,0.236842405795454,0.954719275669991,35,463,"Yes"
"Paenibacillus.borealis",1.44908399654277,0.783735968712006,2.67927530809548,0.236858530443028,0.954719275669991,20,478,"Yes"
"Marivirga.tractuosa",0.611719238684038,0.27074957399805,1.38209054755105,0.237272279964928,0.954719275669991,20,478,"Yes"
"Plantibacter.sp..M259",1.34018130839097,0.824420611526123,2.17860387555777,0.237550744791014,0.954719275669991,42,456,"Yes"
"Neorhizobium.sp..NCHU2750",1.32212786528032,0.831803829275732,2.10148358378288,0.237578331408558,0.954719275669991,40,458,"Yes"
"Escherichia.virus.Talmos",0.692097385186868,0.375753827409134,1.27476756227675,0.237617740619615,0.954719275669991,38,460,"Yes"
"Pseudolabrys.sp..FHR47",0.680389942681812,0.359060471885113,1.28928275416148,0.237668000062144,0.954719275669991,34,464,"Yes"
"Mycobacterium.sp..PYR15",0.431330316476727,0.10674664513076,1.7428729650849,0.237907432555344,0.954719275669991,11,487,"Yes"
"Sulfurifustis.variabilis",0.65129755452569,0.319480761914606,1.32774349851001,0.23803803395359,0.954719275669991,24,474,"Yes"
"Streptomyces.prasinus",0.740526720066225,0.449596769903721,1.21971477519617,0.238057564686172,0.954719275669991,47,451,"Yes"
"Tetrapisispora.blattae",1.25642726471823,0.859766799464969,1.83609028926181,0.238259205268771,0.954719275669991,417,81,"Yes"
"Pseudactinotalea.sp..HY158",0.720477511180886,0.417700438306941,1.24272755427649,0.23852585860177,0.954719275669991,37,461,"Yes"
"Acinetobacter.radioresistens",0.834245636787761,0.617144263293143,1.12771976326196,0.238637376387124,0.954719275669991,151,347,"Yes"
"Finegoldia.magna",0.8430585792857,0.634646323126081,1.11991158257451,0.238673381883632,0.954719275669991,199,299,"Yes"
"Dictyoglomus.turgidum",0.68139123328493,0.359669594590105,1.29089036099003,0.239299467873248,0.954719275669991,32,466,"Yes"
"Aggregatibacter.aphrophilus",1.36099942286889,0.814337237294736,2.27463432128307,0.239513094307666,0.954719275669991,34,464,"Yes"
"Candida.orthopsilosis",1.32947480081465,0.827077811800063,2.13704589916919,0.239604020297808,0.954719275669991,443,55,"Yes"
"Stenotrophomonas.sp..ZAC14A_NAIMI4_1",1.57923852222519,0.737356131764132,3.38234701339377,0.239637920186055,0.954719275669991,13,485,"Yes"
"Variovorax.sp..HW608",0.796843164798374,0.545664332865896,1.16364400427458,0.239799902195098,0.954719275669991,92,406,"Yes"
"Hymenobacter.sedentarius",1.19231864527119,0.889185705717304,1.59879285364187,0.239896164636897,0.954719275669991,339,159,"Yes"
"Phenylobacterium.zucineum",1.19072433273109,0.889741933752146,1.59352322597494,0.240328876161309,0.954719275669991,140,358,"Yes"
"Mesoplasma.florum",0.586929361628095,0.240964538558321,1.42961316051817,0.240750930968767,0.954719275669991,17,481,"Yes"
"Pseudomonas.sp..phDV1",0.84402709849651,0.635771927394287,1.12049889638276,0.24081126134995,0.954719275669991,191,307,"Yes"
"Hungatella.hathewayi",1.29947259691874,0.838813066507482,2.01311722190211,0.240817122941592,0.954719275669991,53,445,"Yes"
"Staphylococcus.pasteuri",0.761318811768844,0.482613233446104,1.20097480339368,0.240978992906355,0.954719275669991,57,441,"Yes"
"Alistipes.megaguti",0.813300417108417,0.575405234904757,1.14955083538337,0.241785440500294,0.954719275669991,101,397,"Yes"
"Leisingera.sp..NJS204",0.762635735206562,0.484455181043961,1.20055123233634,0.241817644679348,0.954719275669991,59,439,"Yes"
"Bradyrhizobium.ottawaense",0.71316754954882,0.404876909766516,1.25620390163216,0.241881493284538,0.954719275669991,40,458,"Yes"
"Cellvibrio.japonicus",1.5354996122569,0.74866520120951,3.14928362562062,0.241940201590153,0.954719275669991,18,480,"Yes"
"Acidaminococcus.intestini",1.17504832677484,0.896681748123253,1.53983124240704,0.242246630043187,0.954719275669991,244,254,"Yes"
"Oblitimonas.alkaliphila",1.44178283684183,0.780567538107892,2.66311068181308,0.242536826220246,0.954719275669991,17,481,"Yes"
