Taxonomy	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tax_class
g__Segniliparus	1.95544433373982	0.253713392344317	0.172679637668423	1.46927220701895	0.141758972074043	0.675513922105498	genus
s__Blautia sp. N6H1-15	2.59395134046712	-0.312545776162007	0.21281379164939	-1.46863496834324	0.141931824917749	0.490809407457506	species
g__Carboxydothermus	1.16733745733681	0.248496769242486	0.169360837105339	1.46726228737241	0.142304718535024	NA	genus
s__Tardiphaga sp. vice154	1.2818539013994	-0.28196495603	0.192192086745049	-1.4670997167747	0.14234893118546	NA	species
g__Ferroglobus	5.04994023522633	0.255965439436321	0.174573264601415	1.46623505048577	0.142584262816548	0.675513922105498	genus
s__Nitrospira japonica	1.16120857908188	0.248892020166552	0.169844171371055	1.46541396244209	0.142808010338274	NA	species
s__Ferroglobus placidus	5.02973356406733	0.25633876806876	0.175157832251419	1.4634730561224	0.143337981052656	0.494608312301868	species
g__Paraoceanicella	1.53028249346006	-0.24644255760096	0.168549276068	-1.46213951996764	0.143702980948994	0.675513922105498	genus
s__Providencia heimbachae	1.19573552198099	-0.273275159883163	0.186941354398256	-1.4618229378021	0.14378973671729	NA	species
g__Populus	352.059640514292	-0.08152237003037	0.0557795464653846	-1.46151009099654	0.143875508303103	0.675513922105498	genus
g__Candida	215.892062654919	-0.153563954763628	0.105086031115987	-1.46131653401331	0.143928594458659	0.675513922105498	genus
s__Microvirga sp. HR1	3.63208285495581	0.226989164116549	0.155370169603995	1.46095717533871	0.144027194253681	0.495922330535159	species
s__Arcobacter cryaerophilus	1.38482966967364	-0.250511047163449	0.171736019041309	-1.45869834739322	0.144648151163372	0.496658558132693	species
s__Prevotella melaninogenica	10.1344817084539	0.423380583581256	0.290397641024493	1.45793396285043	0.144858746122036	0.496658558132693	species
g__Musa	414.443599983977	-0.123993967324528	0.0850877899850474	-1.45724747753253	0.14504807927052	0.677572013493743	genus
s__Corynebacterium mycetoides	2.68312860576306	0.213300264374464	0.146490233219188	1.45607157342231	0.145372834841999	0.496675527297978	species
s__Paraoceanicella profunda	1.52254322737751	-0.245916883372774	0.168936233988296	-1.45567873491137	0.145481451092878	0.496675527297978	species
s__Corynebacterium camporealensis	1.49937441990554	0.259847133188948	0.17870571568536	1.45405048849389	0.14593230896423	0.497159222064582	species
g__Olsenella	2.61689585970238	0.17328454058134	0.119257875291651	1.45302387919929	0.146217124072736	0.67984130117931	genus
s__Segniliparus rotundus	1.94004548097695	0.250764985926569	0.172686168674027	1.45214285459033	0.146461888205373	0.497908490981478	species
f__Alcaligenaceae	103.543844221618	-0.12596582616241	0.0867493079817365	-1.45206721636246	0.146482916438001	0.653747830769595	family
s__Corynebacterium sp. 2183	1.20141221274374	0.242212740074392	0.16699503607871	1.4504188014321	0.146941767234013	NA	species
s__Candidatus Nitrosotenuis aquarius	1.54228551589421	-0.250838436339694	0.173033979560367	-1.44964842730316	0.147156584171482	0.498762865374225	species
s__Musa acuminata	412.824422154291	-0.123979599968009	0.0855613297900943	-1.44901441190974	0.14733355786863	0.498762865374225	species
s__Brachybacterium sp. VM2412	1.43670118498625	-0.294956107112698	0.204166656736352	-1.44468304388011	0.148546934788892	0.5011963142163	species
s__Pseudomonas sp. Leaf58	1.59801744758556	0.28618042906428	0.198155054592596	1.4442247241821	0.148675772314164	0.5011963142163	species
s__Pseudomonas luteola	1.20121443408078	-0.281667970576259	0.195424448026241	-1.44131388585751	0.149496026108921	NA	species
f__Poaceae	2695.3854822918	0.0664299041168673	0.0462058949478713	1.43769326818174	0.150521103997743	0.665607083733139	family
s__Erythrobacter sp. YH-07	1.13830853596257	0.247222145291964	0.172029336907094	1.43709293854616	0.150691587425408	NA	species
s__Populus trichocarpa	350.641244960487	-0.0810328026717671	0.0563955273045603	-1.43686576834639	0.150756138278538	0.50610348820532	species
s__Candidatus Midichloria mitochondrii	1.85473796432266	-0.219006245638383	0.152421206487484	-1.43684891810882	0.150760927145739	0.50610348820532	species
s__Cellvibrio sp. PSBB023	1.2391829179841	-0.289364584850501	0.201404880619378	-1.43673074833451	0.150794514461593	NA	species
o__Pseudomonadales	15285.0308492514	0.254955873830762	0.17760541508501	1.43551858319595	0.151139376722953	0.933985327372179	order
s__Leucobacter triazinivorans	1.55978532973731	-0.288657185790692	0.201162690879393	-1.43494394775101	0.15130307093066	0.506265797706958	species
g__Cellvibrio	10.274864434484	-0.175827515854322	0.122540756711418	-1.43484927442054	0.151330053115966	0.700341408606448	genus
s__Neisseria lactamica	1.51424930444427	-0.291328892912885	0.203092045029563	-1.4344672774873	0.151438960632492	0.506265797706958	species
p__Candidatus	14.3284875316327	0.126996183781419	0.0886639224833391	1.43233211687971	0.152048795767778	0.920079168271125	phlyum
g__Nitrobacter	1.41407319867048	0.222654677215819	0.155629901981788	1.43066772118044	0.152525468496699	0.701257086814432	genus
f__Halieaceae	5.4622350716393	0.137727139721691	0.0962842011960773	1.4304230394062	0.152595639635129	0.668646348219384	family
s__Pantoea sp. 201603H	2.05245034497502	-0.283476351164983	0.198220324430946	-1.43010739175607	0.152686199028745	0.509376365224526	species
k__unclassified-p__Candidatus	14.3218634902525	0.126704145172944	0.0886296105972537	1.42959158140395	0.152834273161458	0.940031543487912	kingdom
g__Actinomyces	25.776870999958	0.118622767387167	0.0829975413321842	1.4292323059595	0.152937475214806	0.701257086814432	genus
s__Paenarthrobacter aurescens	1.1986251595182	0.246719745793056	0.172767579481391	1.42804423453551	0.153279126872861	NA	species
g__Fermentimonas	1.23016364600414	-0.288508288322747	0.202344517487274	-1.42582705924262	0.153918268113299	0.702516865929967	genus
s__Thioflavicoccus mobilis	1.12664810690622	0.246349932817267	0.172858492600804	1.42515377237601	0.154112755768848	NA	species
o__Enterobacterales	5807.42004070216	-0.254175036711787	0.178368289776699	-1.42500125459515	0.154156838444976	0.933985327372179	order
s__Streptomyces sampsonii	1.08946893259048	0.248632540478665	0.174596372445869	1.42404184574768	0.154434359047644	NA	species
s__Fermentimonas caenicola	1.22185346527712	-0.287604178471786	0.202067610726784	-1.42330667164989	0.154647273789359	NA	species
s__Tsukamurella tyrosinosolvens	2.2875740194752	0.267608503235062	0.188027898923018	1.42323827882917	0.15466709245568	0.514044071593906	species
s__Leclercia adecarboxylata	2.80300465203257	0.336525590400934	0.23648366260529	1.42303948904336	0.154724708116574	0.514044071593906	species
g__Ogataea	4.97936916437798	-0.206520798897862	0.14513727081159	-1.42293428657589	0.154755205764436	0.703111551304175	genus
g__Paenarthrobacter	1.20542321064304	0.246275091480029	0.173086586988994	1.4228433049852	0.154781584535784	NA	genus
o__Rhizobiales	565.661439138697	0.164619844112543	0.11570414447189	1.42276531980699	0.154804197906991	0.933985327372179	order
k__unclassified-p__Apicomplexa	22795.1209616988	-0.130039795299966	0.0914316845731978	-1.42226183305044	0.154950254421084	0.940031543487912	kingdom
g__Thioflavicoccus	1.13126025674663	0.245930802763206	0.173018482302947	1.4214134784317	0.155196590369733	NA	genus
s__Arachidicoccus sp. B3-10	2.44316308787598	-0.219163132277044	0.154203420193573	-1.42125986571456	0.155241226529687	0.514696685071623	species
g__Eggerthella	1.67472952304331	-0.248597296061994	0.175029917585473	-1.4203131641229	0.155516530396899	0.703358853385974	genus
s__Synechococcus sp. SynAce01	1.25576296521744	0.232503618082063	0.164007627525913	1.417639054899	0.156296171705471	NA	species
g__unclassified-s__Zoogloeaceae bacteirum Par-f-2	49.7330360285673	-0.239568653588158	0.169034902256627	-1.41727329912284	0.156403038535323	0.704167526437314	genus
p__Apicomplexa	22807.9249877187	-0.129613278647428	0.0914980876920253	-1.4165681700769	0.156609220131255	0.920079168271125	phlyum
s__Acinetobacter sp. WCHAc010034	1.53429690849406	-0.24105773121264	0.170378133073077	-1.4148396091959	0.157115527787807	0.519705628213823	species
s__Ogataea parapolymorpha	4.95665104638027	-0.206026312409376	0.145717417523066	-1.41387567739981	0.157398408544858	0.519705628213823	species
s__Providencia sp. WCHPHu000369	1.52231487183703	-0.301028306997344	0.2130854467623	-1.41271171528267	0.15774050552001	0.519767895238065	species
g__Halomonas	91.2400016320749	-0.115252440568854	0.0815963916576667	-1.4124698191605	0.157811671201363	0.704957644177573	genus
g__unclassified-s__Tupaiid betaherpesvirus 1	5.03679083296036	0.228025494649672	0.161508844605825	1.41184524727538	0.157995532313164	0.704957644177573	genus
s__Zoogloeaceae bacteirum Par-f-2	49.5577168367395	-0.238954324033884	0.16940504438862	-1.41055022827842	0.158377276162641	0.520539962589398	species
s__Tupaiid betaherpesvirus 1	5.01902658098879	0.228708895743974	0.162237059388147	1.40972042150244	0.158622252281595	0.520539962589398	species
s__Halomonas sp. THAF12	1.28152883080801	0.230043127318027	0.163205216795021	1.40953292937291	0.158677643542473	NA	species
g__unclassified-s__Lachnospiraceae bacterium Choco86	1.26906349047285	-0.273317335876519	0.194346241515046	-1.4063422772977	0.159622511796227	0.705417706508729	genus
g__Blastochloris	2.49051895348477	-0.222779242507142	0.158434073717261	-1.40613213610041	0.159684891301558	0.705417706508729	genus
s__Pseudomonas agarici	1.25296225060482	-0.26426425876648	0.187997918454321	-1.40567651460827	0.159820203890229	NA	species
s__Cupriavidus sp. USMAHM13	1.24137298656694	0.254122680505635	0.180798007115519	1.4055612921843	0.159854436913775	NA	species
g__Adlercreutzia	1.08972454907684	-0.273302013388133	0.194444097965863	-1.40555571625586	0.159856093684121	NA	genus
s__Streptomyces sp. M2	1.72883605867914	0.203573280940222	0.144898040681692	1.40494157120748	0.160038653508242	0.524118441631881	species
g__Neospora	169.069352566855	0.12007016014192	0.0855009682455806	1.40431345522366	0.16022552931756	0.705417706508729	genus
s__Adlercreutzia equolifaciens	1.08389164514715	-0.27289716281405	0.194367543974734	-1.40402639881854	0.16031098866452	NA	species
s__Lachnospiraceae bacterium Choco86	1.25979044078538	-0.272485933558764	0.19409108433219	-1.40390752360577	0.160346389001684	NA	species
s__Achromobacter insolitus	2.207197253527	-0.371018522904698	0.264450968870865	-1.4029766065477	0.160623814951922	0.524455648768133	species
c__Aconoidasida	22209.1136521177	-0.133902258724488	0.0954653202704643	-1.40262724039607	0.160728024374323	0.998522042232446	class
s__Plantibacter flavus	19.8889508382077	0.203005451049883	0.14494771446934	1.40054261492218	0.161350891463818	0.524455648768133	species
s__Sphingomonas wittichii	1.62107269474812	-0.284106716487215	0.202895953870118	-1.40025816714455	0.161436023013319	0.524455648768133	species
g__Acidisarcina	1.50947355852486	-0.296607323677156	0.211880411796778	-1.39988081560669	0.161549011799543	0.708111307227072	genus
s__Acidisarcina polymorpha	1.50233118166953	-0.296429057317609	0.211833019955737	-1.39935245874108	0.16170731579878	0.524455648768133	species
s__Myxococcus stipitatus	1.7713817491415	-0.244240304375314	0.174565168909488	-1.39913538251123	0.16177238917226	0.524455648768133	species
s__Neospora caninum	168.393541956253	0.120071763454795	0.085940438395303	1.39715093030475	0.162368189058681	0.524519943989747	species
s__Anaerostipes rhamnosivorans	3.34910042673785	-0.299059568402805	0.214088521193106	-1.39689679173904	0.162444609519213	0.524519943989747	species
f__Desulfurellaceae	2.90636625944721	0.21991478203212	0.157452961687204	1.39670146357109	0.16250336390512	0.700172637104856	family
s__Streptomyces roseochromogenus	62.0608146883353	-0.144698520349877	0.103704623083391	-1.39529479060467	0.162926962347667	0.525023157224547	species
o__Desulfurellales	2.88668158493188	0.219421400800732	0.157312361190424	1.39481347263694	0.163072095084294	0.948150932895119	order
s__Cronobacter malonaticus	1.16676851964977	0.239522997110794	0.171781572238476	1.39434628516658	0.163213060241694	NA	species
f__Tissierellaceae	1.84281942744007	-0.231462258680525	0.166056230004538	-1.39387880041718	0.163354207042827	0.700172637104856	family
s__Stenotrophomonas sp. ZAC14D2_NAIMI4_7	1.87276930647735	-0.280517246229125	0.201350302523325	-1.39318015773345	0.163565318429149	0.526026064068144	species
s__Acidipropionibacterium acidipropionici	1.23296990423407	0.230656917740145	0.165896329489276	1.3903678185662	0.164417213530707	NA	species
s__Microvirga ossetica	1.87205654757062	-0.235313799314832	0.169287263242144	-1.3900266021682	0.164520799447706	0.528042805412996	species
g__Halioglobus	4.60136908984773	0.153793168342993	0.110649889799366	1.38990801185483	0.164556812408619	0.710303906533713	genus
f__Prevotellaceae	52.971957162353	0.268658537485251	0.193354384493458	1.38946183293993	0.16469235915728	0.700172637104856	family
s__Bacillus halodurans	2.17574625717777	-0.228753472250121	0.164843203190837	-1.38770339220656	0.165227382661667	0.529254245657292	species
o__Streptosporangiales	31.6324313191981	-0.114991272941594	0.0829318179012561	-1.38657605550755	0.165571073874057	0.948150932895119	order
f__Labilitrichaceae	2.4458688682932	0.230347287257193	0.166138438015537	1.38647798792746	0.16560099715758	0.700172637104856	family
s__Micromonospora aurantiaca	4.85131277749344	0.300526887632323	0.217006881151389	1.38487261803772	0.166091421094	0.53096422488897	species
g__Methylovirgula	1.27775657413719	-0.266822244160942	0.192903911165981	-1.38318732133617	0.1666074362765	0.710303906533713	genus
g__Staphylothermus	2.5251616051516	0.222623577692115	0.161063443232001	1.38221047076114	0.166907086017552	0.710303906533713	genus
s__Pseudomonas extremorientalis	1.23314104767233	0.230674443364091	0.166895379353151	1.38214996878963	0.166925658360185	NA	species
s__Methylovirgula ligni	1.27034451374303	-0.266183100744153	0.192713320850687	-1.38123872065071	0.167205572885177	NA	species
s__Desulfotomaculum nigrificans	1.10686621481783	0.239665710424639	0.173807569753063	1.37891411038739	0.167921237090512	NA	species
g__Plantibacter	21.7092824645518	0.179072628737668	0.129902293564465	1.3785178369372	0.168043464618212	0.710303906533713	genus
s__Desulfovibrio alaskensis	1.29921881964096	0.22263152461093	0.161738009107956	1.37649477595789	0.168668503568333	NA	species
s__Pseudomonas sp. FDAARGOS_380	1.25924906413215	-0.250167533627869	0.181750503802729	-1.37643378364111	0.168687374629481	NA	species
g__Pyrococcus	6.19449077284349	-0.110755686684508	0.0804724922971296	-1.37631734177641	0.168723406215242	0.710303906533713	genus
f__Erythrobacteraceae	125.248355570336	0.116097102299138	0.0843728942377802	1.37599999796087	0.168821633898892	0.702606926505892	family
s__Streptomyces nigra	15.0046414788275	0.39959203141448	0.290543782249824	1.37532466990084	0.169030811534787	0.539126138177102	species
o__Desulfovibrionales	40.6770842246191	-0.153060027012387	0.111323933060775	-1.37490675009502	0.169160356314141	0.948150932895119	order
g__Labilithrix	2.42007430920733	0.228868173860469	0.166490920423621	1.37465858965843	0.16923731512953	0.710303906533713	genus
s__Luteimonas sp. 83-4	1.74087863771016	0.231459876535719	0.168581953488909	1.37298134079902	0.16975814750266	0.539126138177102	species
s__Tannerella forsythia	2.23463279811015	0.293280226346849	0.213674576597048	1.37255555161306	0.169890557931188	0.539126138177102	species
s__Alcaligenaceae bacterium SJ-26	2.27117620573425	0.262211144556876	0.191081195233985	1.37224986601005	0.169985666701362	0.539126138177102	species
g__unclassified-s__Alcaligenaceae bacterium SJ-26	2.28341567874284	0.261640516841553	0.190835999329406	1.37102285606988	0.170367831182587	0.710303906533713	genus
s__Corynebacterium variabile	1.62274717663274	0.241099500088008	0.176241979688775	1.36800267741979	0.171311238035862	0.540002510901057	species
